"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"21ur-14949",0.615902300004716,0,4.67670805793296,0,1,NA
"21ur-6920",0,NA,NA,NA,NA,NA
"21ur-13410",0,NA,NA,NA,NA,NA
"21ur-11035",0,NA,NA,NA,NA,NA
"21ur-13611",0,NA,NA,NA,NA,NA
"21ur-8902",0,NA,NA,NA,NA,NA
"21ur-14388",0,NA,NA,NA,NA,NA
"21ur-10888",0,NA,NA,NA,NA,NA
"21ur-13761",0,NA,NA,NA,NA,NA
"21ur-5650",0,NA,NA,NA,NA,NA
"21ur-14082",0.0360601865167887,0,6.05106716782673,0,1,NA
"21ur-14012",0,NA,NA,NA,NA,NA
"21ur-10141",0.0375430593340543,0,6.05106716782673,0,1,NA
"21ur-15623",0,NA,NA,NA,NA,NA
"21ur-10159",0,NA,NA,NA,NA,NA
"21ur-13191",0,NA,NA,NA,NA,NA
"21ur-11827",0,NA,NA,NA,NA,NA
"21ur-8637",0,NA,NA,NA,NA,NA
"21ur-13553",0,NA,NA,NA,NA,NA
"21ur-10170",0,NA,NA,NA,NA,NA
"21ur-11139",0,NA,NA,NA,NA,NA
"21ur-10173",0,NA,NA,NA,NA,NA
"21ur-15247",0.0360601865167887,0,6.05106716782673,0,1,NA
"21ur-13493",0.291003534249676,0.62626914848464,4.70608497924103,0.133076464034791,0.894132908553651,NA
"21ur-8040",0,NA,NA,NA,NA,NA
"21ur-10754",0.0666037486153736,0.525741513005385,6.05106716782673,0.0868840980316218,0.930763639648489,NA
"21ur-11501",0,NA,NA,NA,NA,NA
"21ur-11379",0,NA,NA,NA,NA,NA
"21ur-12400",0,NA,NA,NA,NA,NA
"21ur-8977",0.0343315636217343,0,6.05106716782673,0,1,NA
"21ur-8212",0,NA,NA,NA,NA,NA
"21ur-15618",0,NA,NA,NA,NA,NA
"21ur-15088",0,NA,NA,NA,NA,NA
"21ur-10004",0,NA,NA,NA,NA,NA
"21ur-6581",0,NA,NA,NA,NA,NA
"21ur-15150",0.225465502516594,-0.307381280905633,5.9663276642365,-0.0515193429197906,0.958911688896706,NA
"21ur-12706",0,NA,NA,NA,NA,NA
"21ur-12589",0.0343315636217343,0,6.05106716782673,0,1,NA
"21ur-12075",0,NA,NA,NA,NA,NA
"21ur-11117",0,NA,NA,NA,NA,NA
"21ur-11687",0,NA,NA,NA,NA,NA
"21ur-8030",0,NA,NA,NA,NA,NA
"21ur-14568",0,NA,NA,NA,NA,NA
"21ur-11008",0,NA,NA,NA,NA,NA
"21ur-6800",0,NA,NA,NA,NA,NA
"21ur-5861",0,NA,NA,NA,NA,NA
"21ur-6493",0,NA,NA,NA,NA,NA
"21ur-8250",0.10562284925767,0,6.05106716782673,0,1,NA
"21ur-10762",0.226606088003663,-1.35675495629874,5.92998871731063,-0.22879553755948,0.819027835317274,NA
"21ur-11417",0,NA,NA,NA,NA,NA
"21ur-8643",0,NA,NA,NA,NA,NA
"21ur-12962",0,NA,NA,NA,NA,NA
"21ur-6118",0,NA,NA,NA,NA,NA
"21ur-14037",0,NA,NA,NA,NA,NA
"21ur-10470",0,NA,NA,NA,NA,NA
"21ur-12935",0,NA,NA,NA,NA,NA
"21ur-9185",0,NA,NA,NA,NA,NA
"21ur-6272",0,NA,NA,NA,NA,NA
"21ur-15025",0,NA,NA,NA,NA,NA
"21ur-7114",0,NA,NA,NA,NA,NA
"21ur-12115",0,NA,NA,NA,NA,NA
